"URL","Versions","Traffic rank","IP country","IP region","Language","Email address","Email address (verified)","Email address (safe)","Phone number","Skype","WhatsApp","Twitter","Facebook","Instagram","GitHub","TikTok","YouTube","Pinterest","LinkedIn","Owler","Title","Description","Copyright","Copyright year","Responsive","schema.org types","Cert organisation","Cert country","Cert state","Cert locality","Cert issuer","Cert protocol","Cert expiry","SPF record","DMARC record","SSL/TLS enabled","Google Analytics","Google AdSense","Medianet","Facebook","Optimizely","Company name","Inferred company name","Industry","About","Locations","Company size","Company type","Company founded","People"
"https://leetcode.com","","411905","","","","","","","","","","","","","","","","","https://www.linkedin.com/company/leet-code ; https://www.linkedin.com/company/mohd-yasir","","","","","","","","","","","","","","","","","TRUE","","","","","","LeetCode","","Information Technology and Services","Founded in the heart of Silicon Valley in 2015, LeetCode consists of an elite and entrepreneurial team with team members from the U.S., China, Canada, and India. We focused on the learning, growth, and career development of software engineers. Each day professional software engineers, students, and aspiring engineers use the rich resources of our platform to improve technical programming skills, get well-prepared for job interviews and land their dream jobs. By the end of 2017, we have achieved the milestone of more than one million of users. Here, there are countless success stories of landing dream jobs through LeetCode. In early October 2017, we have launched LeetCode China and set up a new office in Shanghai, China. Today, LeetCode is poised to take advantage of its rich resources and more localized content to cater to the huge Chinese developers' market. This together fulfill our vision of helping more people to learn, improve, and successfully land their jobs.","Palo Alto, CA ; Palo Alto, CA 94303, US ; Shanghai, Shanghai 200060, CN","11-50 employees","Privately Held","2015","Andy Gu -- Growth focused PM leader ; Daniel Coats -- Software Engineer ; Rob Taylor -- Software Engineer and Game Developer with hands-on experience ; Mandy Z. -- Chief Financial Officer at LeetCode"
"https://material.angular.io","","401991","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","TRUE","","","","","","","","","","","","","",""
"https://material.io","1.6.2","380221","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","FALSE","","","","","","","","","","","","","",""
"https://www.ovh.com","1.0.7 ; 1.5.11 ; 1.6.10 ; 1.7.9 ; 1.2.18 ; 1.0.8","370468","CA","QC","ES ; FR ; NL ; af ; ar ; ar-TN ; ca ; cy ; da ; de","","","","1-855-684-5463 ; +1 855 579 0059 ; +65 6962 8974 ; +61 383756 726 ; +420 228 888 017","","","","","","","","","","https://www.linkedin.com/company/pgr-concept","","","","© Copyright 1999-2022 OVHcloud","2022","TRUE","Corporation ; ImageObject ; SearchAction ; WebPage ; BreadcrumbList","","","","","Sectigo RSA Domain Validation Secure Server CA","TLS 1.3","1660867199","TRUE","TRUE","TRUE","","","","","","PGR Concept","OVHCLOUD","Business Consulting and Services","","","2-10 employees","Partnership","2010","Jean Philippe Raibaud -- Directeur Artistique chez PGR Concept ; David Bucio Nava -- jefe"
"https://my.sendinblue.com","1.2.26","353076","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Cloudflare Inc ECC CA-3","TLS 1.3","1664409599","","","TRUE","","","","","","","","","","","","","",""
"https://manage.wix.com","1.2.28 ; 1.3.20 ; 1.5.11 ; 1.5.8","352343","US","CA ; VA","EN ; ZH-CN ; af-ES ; ar ; az ; bg-BG ; bn ; ca ; cy ; da","","","","","","","","","","","","","","","","","","","","TRUE","","","","","","Sectigo RSA Domain Validation Secure Server CA","TLS 1.3","1653609599","FALSE","FALSE","TRUE","","","","","","","USERS","","","","","","",""
"https://projects.invisionapp.com","1.2.22 ; 1.7.5","341774","US ; AR","","af ; ar ; bg ; bs ; ca ; cs ; cy ; da ; da-DK ; de","","","","","","","","","","","","","","https://www.linkedin.com/company/sml-salud-medica-laboral ; https://www.linkedin.com/company/athrazzi-technologies-inc ; https://www.linkedin.com/company/prettig ; https://www.linkedin.com/company/michael-design ; https://www.linkedin.com/company/spotworks-powered-by-x-cube-labs","","403 Forbidden","","","","FALSE","","","","","","COMODO ECC Domain Validation Secure Server CA 2","TLS 1.3","1602806399","FALSE","TRUE","TRUE","","","","","","SML Salud Medica Laboral","PROJECTS.INVISIONAPP","Hospitals and Health Care","Somos una empresa que brinda servicios de medicina laboral a compañías, pymes y comercios. Ubicados en el centro de Zárate, desde hace 10 años estamos al servicio de nuestros clientes para asistirlos con un tema tan delicado como importante: la salud de sus empleados. Contamos con personal altamente capacitado y actualizado que actúa de acuerdo a nuestros valores: la calidad médica, la responsabilidad y la satisfacción del cliente, todos contenidos dentro de una filosofía de trabajo ética.","Zárate, Buenos Aires ; San Martín 27 y 143,, Zárate, Buenos Aires, AR","11-50 employees","Privately Held","2007","Agustina Occello -- Responsable de facturación médica en SML Salud Medica Laboral ; Milagros Pasquale -- en ; cintia soledad mariño -- ; Maria Eugenia Choque Camacho -- Licenciatura en Enfermería en Universidad de Morón (Oficial)"
"https://platform.cloudways.com","1.4.8","341558","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","TRUE","","","","","","","","","","","","","",""
"https://swiperjs.com","10 ; 2 ; 2216 ; 4 ; 456 ; 504 ; 507 ; 53 ; 7 ; 733","329245","US","VA ; NC ; NJ","EN-US ; ID ; NL ; RU ; ar ; ar-eg ; bg-BG ; bn ; cs ; cy","","","","","","","","","","","","","","","","Swiper - The Most Modern Mobile Touch Slider","Swiper is the most modern free mobile touch slider with hardware accelerated transitions and amazing native behavior.","","","TRUE","","","","","","R3","TLS 1.3","1645131624","FALSE","FALSE","TRUE","UA-149857145","","","","","","SWIPER","","","","","","",""
"https://orion.managewp.com","1.3.3 ; 1.5.11 ; 1.7.5","326708","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","TRUE","","","","","","","","","","","","","",""
"https://accounts.spotify.com","1.8.0","313864","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","TRUE","","","","","","","","","","","","","",""
"https://esale.ikco.ir","1.6.9","279631","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"https://www.roblox.com","1.6.3","274756","US","","ES ; ID ; NL ; RU ; SE ; ar ; ar-sa ; bg ; bn ; br","","","","","","","https://www.twitter.com/roblox","https://www.facebook.com/roblox","https://www.instagram.com/roblox","","","","","https://www.linkedin.com/company/147977","","","","©2022 Roblox Corporation. Roblox, the Roblox logo and Powering Imagination are among our registered and unregistered trademarks in the U.S. and other countries.","","TRUE","Organization","","","","","Go Daddy Secure Certificate Authority - G2","TLS 1.3","1660431214","TRUE","TRUE","TRUE","UA-486632","","","","","","ROBLOX","","","","","","",""
"https://www.paypal.com","1.5.8 ; 1.6.9","270178","US","","ar ; ar-EG ; ar-IQ ; ar-MA ; ar-SA ; bg ; bg-BG ; bn ; ca ; cs","ktyers@paypal.com ; fbelavenute@paypal.com ; pablo@paypal.com ; spoof@paypal.com","ktyers@paypal.com ; fbelavenute@paypal.com ; pablo@paypal.com ; spoof@paypal.com","","","","","","","","","","","","","","","","© 1999–2022","2022","TRUE","Organization","PayPal, Inc.","US","Delaware","San Jose","DigiCert SHA2 Extended Validation Server CA","TLS 1.3","1647388799","","","TRUE","","","","","","","PayPal, Inc.","","","","","","",""
"https://community.magento.com","1.8.2","259958","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","TRUE","","","","","","","","","","","","","",""
"https://www.hostinger.com","1.5.1","255645","LT","","ar ; ar-AE ; ar-EG ; az ; bg ; bn ; bs-BA ; ca ; cy ; de","support@hostinger.com ; ayyoub@hostinger.com ; domains@hostinger.com ; gdpr@hostinger.com ; compliance@hostinger.com ; abuse@hostinger.com","ayyoub@hostinger.com ; domains@hostinger.com ; support@hostinger.com ; gdpr@hostinger.com ; compliance@hostinger.com ; abuse@hostinger.com","ayyoub@hostinger.com ; gdpr@hostinger.com","","","","https://www.twitter.com/Hostinger","https://www.facebook.com/Hostinger","https://www.instagram.com/hostinger_global","","","","","https://www.linkedin.com/company/hostinger-international","","Hosting Platform - Go Online With Hostinger For Only $1.39 Now","Choose your web hosting solution and make the perfect website! From shared hosting and domains to VPS - we have all you need for online success.","© 2004-2021 hostinger.com - Premium Web Hosting, Cloud, VPS & Domain Registration Services.","2004","TRUE","Service ; Brand ; AggregateOffer ; Organization ; PostalAddress","","","","","Sectigo RSA Domain Validation Secure Server CA","TLS 1.3","1638316799","TRUE","TRUE","TRUE","","","","","","Hostinger International","HOSTINGER","IT Services and IT Consulting","Hostinger is a customer-obsessed, idea-driven, ever-growing web hosting provider. As a global company, we believe in personal online expression and constant growth. With offices located in Lithuania, Indonesia, Brazil, Ukraine, and Cyprus we have an international team made of web hosting experts. They work hard daily to provide top-notch web hosting services and technology, allowing people around the globe to unlock the power of the internet and acquire the freedom to learn, create, and grow. We use no-limits PHP, MySQL, hPanel tools, allowing complete creative control over your personal endeavors. On top of that, we are the biggest free web hosting company in the world! We care deeply about the success of our clients, understanding the scale of our work and its daily global impact. Hostinger works diligently every day, to lay the path for your success. We are constantly striving to find faster and easier to use web hosting solutions at the price nobody can beat. Customer is our top priority. With a team made of real web hosting professionals, we provide top-notch web hosting services with an extreme emphasis on Customer Success. Hostinger Company Vision At Hostinger our vision is to enable millions of people around the globe to unlock the power of Internet by giving them tools to learn, create and grow online. Hostinger Company Mission Our mission is to make life easier for website developers and their customers. Our company idea supports this mission by offering stable, fast and simple website hosting solutions, at a price so low that nobody can beat. https://www.slideshare.net/Hostinger/hostinger-company-culture-78915467","Kaunas, Kaunas ; Jonavos g. 60c, Kaunas, Kaunas 44192, LT","501-1,000 employees","Privately Held","2004","Linas Konovalovas -- Chief Risk Officer at Hostinger International ; Thomas Strohe -- Serial Entrepreneur und Investor ; Domantas Berzanskis -- ; Andrius Putna -- Hostinger, Doer"
"https://jasonwatmore.com","1.5.7 ; 1.5.11","245439","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","FALSE","","","","","","","","","","","","","",""
"https://appstoreconnect.apple.com","1.2.32 ; 1.5.8 ; 1.8.2","241577","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","TRUE","","","","","","","","","","","","","",""
"https://www.hostinger.in","1.5.1","232082","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","TRUE","","","","","","","","","","","","","",""
"https://insights.hotjar.com","1.6.10","226658","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","TRUE","","","","","","","","","","","","","",""
"https://dcc.godaddy.com","1.5.10","225434","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","TRUE","","","","","","","","","","","","","",""
"https://wise.com","1.5.11 ; 1.5.8","220338","US","","ES ; IT ; ar ; ar-MA ; bg ; bn ; ca ; cs ; cy ; da-DK","reactivate@wise.com ; ouvidoria@wise.com ; privacy@wise.com ; info@birlesikodeme.com ; destek@birlesikodemehizmetleri.com ; ouvidoria@wise.com ; info@wise.com","ouvidoria@wise.com ; info@wise.com","","","","","https://www.twitter.com/wise ; https://www.twitter.com/privacy","https://www.facebook.com/wise","https://www.instagram.com/wiseaccount","","","","","https://www.linkedin.com/company/wiseaccount","","Wise, Formerly TransferWise: Online Money Transfers | International Banking Features","Banks charge a lot for overseas transfers. We don't. Transfer money abroad easily and quickly with our low cost money transfers.","© TransferWise Inc 2022. Wise is the trading name for TransferWise.","2022","TRUE","Organization ; FAQPage ; Question ; Answer","","","","","Cloudflare Inc ECC CA-3","QUIC","1666569599","TRUE","TRUE","TRUE","","","","","","Wise","WISE ACCOUNT","Financial Services","We’re making a positive, irreversible change in the world of finance. Together. People on every continent around the world are choosing Wise to help them live, travel and work internationally. We’re the fairest, easiest way to send money overseas. Built by and for people who live global lives, we make sending money abroad up to 8 times cheaper than the bank. This is money without borders - instant, convenient, transparent and eventually free. For our customers, using Wise is as simple as sending money from A to B, but behind our app and website is a complex engine of currencies and routes, that’s being designed, built and powered by our talented teams in cities around the world. We’re just at the beginning of our story and we’re growing at an incredible pace. We won’t stop until anyone, anywhere can send, spend and receive money wherever they are, whatever they’re doing. There’s still heaps to do and we can’t do it alone.","London ; The Tea Building, 56 Shoreditch High Street, London, GB ; Váci út 80, Budapest, Budapest 1133, HU ; Smilyans'ka St, Cherkasy, Cherkas'ka oblast, Ukraine, Cherkasy, Cherkas'ka oblast 18000, UA ; Otemachi Building, 1-6-1 Otemachi, Tokyo, Chiyoda 100-0004, JP ; 2000 E 11th Ave, Tampa, Florida, US ; Veerenni 24, Tallinn, Harjumaa 10135, EE ; 100 Harris Street, Pyrmont, Sydney, NSW 2009, AU ; 19 W 24th Street, New York, NY 10010, US ; 12 Kallang Avenue, Aperia, Singapore, #03-20, Singapore, Singapore 339511., SG","1,001-5,000 employees","Privately Held","2011","Toby Coppel -- Co-founder and Partner, Mosaic Ventures ; Duncan Lamb -- VP Design at TransferWise ; Eero Raun -- Helping companies use technology to improve business ; Taavet Hinrikus -- Entrepreneur, investor, adventurer, disruptor"
"https://app.powerbi.com","1.8.0","214522","","","","","","","","","","","","","","","","","https://www.linkedin.com/company/buttner-ozuna-consulting ; https://www.linkedin.com/company/berea-college-motley-fool-investment-club","","","","","","","","","","","","","","","","","TRUE","","","","","","Buttner Ozuna Consulting","","Management Consulting","Buttner Ozuna Consulting apoya a sus clientes en la definición de indicadores y en los procesos de implementación de tableros y sistemas de Business Intelligence (BI), cubriendo áreas desde la operación hasta la estrategia. Analizamos, diseñamos e implementamos soluciones a la medida para resolver problemas y potenciar la toma de decisiones creando en conjunto una cultura enfocada en el logro de objetivos. En promedio nuestros desarrollos están listos para ser implementados en 45 días. Acompañamos por 3 meses a nuestros clientes en el proceso de implementación de los tableros y sistemas de Business Intelligence (BI), para asegurar la continuidad en el uso de los productos. Capacitamos a los usuarios en la interpretación y manejo de los tableros y sistemas de Business Intelligence (BI). Toda la programación realizada en los sistemas, forman parte del activo intangible de nuestros clientes y esto les permite seguir desarrollando nuevos tableros e indicadores a la medida en el futuro. Metodología de trabajo: - Definición de información a ser monitoreada - Identificación de las bases de datos - Desarrollo del Data Warehouse - Formulación de las visualizaciones e indicadores - Diseño y elaboración de tableros y sistemas BI - Implementación de indicadores - Capacitación - Acompañamiento post-implementación Algunos productos desarrollados: • Indicadores económicos y financieros • Control y seguimiento de presupuesto mensual • Análisis de rentabilidad por sucursales y Unidades de Negocio • Automatización de reportes financiero-contables • Análisis de márgenes de ventas por TOP de productos • Indicadores de gestión de procesos • Flujo de caja proyectado y sensibilizado • Simulaciones en ejecución presupuestaria • Análisis de cuellos de botella en procesos administrativos • Indicadores de eficiencia presupuestaria Contactos: Santiago Ozuna - Socio sozuna@buttnerozuna.com +595984586596 José Buttner - Socio jbuttner@buttnerozuna.com +595981700166","Asunción, Central ; Teniente Samaniego 579 casi Soldado Paraguayo, Asunción, Central 1429, PY","2-10 employees","Privately Held","2019","Santiago Ozuna, MBA -- Socio Director, BI Consultant, Corporate Financial Controller"
"https://support.hp.com","1.5.6","201137","US ; NL","","EN ; ES ; FR ; ID ; ZH-TW ; ar ; ar-dz ; az ; bg ; bg-bg","","","","","","","","","","","","","","https://www.linkedin.com/company/hp-tech-help","","","","","","TRUE","","HP Inc","","","Palo Alto","DigiCert Global G2 TLS RSA SHA256 2020 CA1","TLS 1.3","1665619199","","","TRUE","","","","","18956663993","hp tech help 1-866-343-8297","HP Inc","Computer Hardware Manufacturing","Our vision is to create technology that makes life better for everyone, everywhere — every person, every organization, and every community around the globe. This motivates us — inspires us — to do what we do. To make what we make. To invent, and to reinvent. To engineer experiences that amaze. We won’t stop pushing ahead, because you won’t stop pushing ahead. You’re reinventing how you work. How you play. How you live. With our technology, you’ll reinvent your world","Palo Alto, California, ; 3000, Hw st, Palo Alto, California, 94304, US","51-200 employees","Public Company","1939",""
"https://materialdesignicons.com","1.5.0-rc.2","200990","US","VA","FR ; ID ; NL ; ar ; ca ; cs ; cs-CZ ; cy ; da ; de","","","","","","","","","","","","","","","","Material Design Icons","View all the Material Design icons and more from the community.","","","FALSE","","","","","","R3","TLS 1.3","1643670021","FALSE","FALSE","TRUE","UA-53203027","","","","","","MATERIAL DESIGNICONS","","","","","","",""
